Epoch , MSE error
1 , 0.382266736194
2 , 0.319756737463
3 , 0.274247248508
4 , 0.236685911084
5 , 0.205766432922
6 , 0.180009194524
7 , 0.158573082372
8 , 0.140789323565
9 , 0.125939742697
10 , 0.113369310068
11 , 0.102583431703
12 , 0.0932446478953
13 , 0.085132782093
14 , 0.0781080553844
15 , 0.0720754448254
16 , 0.0669470806736
17 , 0.0626174253909
18 , 0.0589631635843
19 , 0.0558587427708
20 , 0.0531910508189
21 , 0.0508660326293
22 , 0.0488088176548
23 , 0.0469609181571
24 , 0.0452768312422
25 , 0.043721030013
26 , 0.0422655979704
27 , 0.0408884738684
28 , 0.0395721952976
29 , 0.0383030262425
30 , 0.0370703704036
31 , 0.0358663880731
32 , 0.0346857446013
33 , 0.0335254238744
34 , 0.0323845444377
35 , 0.0312641239581
36 , 0.0301667541229
37 , 0.0290961744221
38 , 0.0280567660086
39 , 0.0270530171097
40 , 0.026089028414
41 , 0.0251681233061
42 , 0.0242926049248
43 , 0.0234636691075
44 , 0.0226814518227
45 , 0.0219451708937
46 , 0.0212533172511
47 , 0.0206038573939
48 , 0.0199944205263
49 , 0.0194224559863
50 , 0.0188853561792
51 , 0.0183805464421
52 , 0.017905546472
53 , 0.0174580090405
54 , 0.0170357415564
55 , 0.0166367152743
56 , 0.0162590659994
57 , 0.0159010892207
58 , 0.0155612318239
59 , 0.0152380819099
60 , 0.0149303577672
61 , 0.0146368966956
62 , 0.0143566441284
63 , 0.0140886433193
64 , 0.0138320257434
65 , 0.0135860022751
66 , 0.0133498551579
67 , 0.0131229307414
68 , 0.0129046329466
69 , 0.0126944174065
70 , 0.0124917862252
71 , 0.0122962832977
72 , 0.0121074901356
73 , 0.0119250221455
74 , 0.0117485253115
75 , 0.0115776732373
76 , 0.011412164508
77 , 0.0112517203356
78 , 0.0110960824559
79 , 0.0109450112475
80 , 0.0107982840494
81 , 0.0106556936528
82 , 0.0105170469478
83 , 0.010382163709
84 , 0.0102508755019
85 , 0.010123024699
86 , 0.00999846359223
87 , 0.00987705359116
88 , 0.0097586644985
89 , 0.00964317385362
90 , 0.0095304663375
91 , 0.00942043323229
92 , 0.00931297193002
93 , 0.00920798548522
94 , 0.00910538220705
95 , 0.00900507528694
96 , 0.00890698245818
97 , 0.00881102568439
98 , 0.0087171308739
99 , 0.00862522761773
100 , 0.0085352489488
101 , 0.0084471311204
102 , 0.00836081340218
103 , 0.00827623789196
104 , 0.00819334934206
105 , 0.0081120949987
106 , 0.00803242445345
107 , 0.00795428950553
108 , 0.0078776440342
109 , 0.00780244388023
110 , 0.00772864673578
111 , 0.00765621204189
112 , 0.0075851008931
113 , 0.00751527594847
114 , 0.00744670134863
115 , 0.00737934263818
116 , 0.00731316669333
117 , 0.00724814165402
118 , 0.00718423686047
119 , 0.00712142279362
120 , 0.00705967101937
121 , 0.00699895413607
122 , 0.00693924572535
123 , 0.00688052030573
124 , 0.00682275328906
125 , 0.00676592093947
126 , 0.00671000033463
127 , 0.00665496932929
128 , 0.00660080652076
129 , 0.00654749121643
130 , 0.00649500340297
131 , 0.00644332371721
132 , 0.00639243341865
133 , 0.00634231436332
134 , 0.00629294897907
135 , 0.00624432024217
136 , 0.00619641165502
137 , 0.00614920722502
138 , 0.00610269144458
139 , 0.00605684927199
140 , 0.0060116661133
141 , 0.0059671278051
142 , 0.00592322059803
143 , 0.00587993114121
144 , 0.00583724646727
145 , 0.00579515397819
146 , 0.00575364143166
147 , 0.00571269692824
148 , 0.00567230889892
149 , 0.00563246609334
150 , 0.00559315756853
151 , 0.00555437267811
152 , 0.00551610106198
153 , 0.00547833263641
154 , 0.00544105758466
155 , 0.00540426634788
156 , 0.00536794961644
157 , 0.00533209832164
158 , 0.00529670362773
159 , 0.00526175692429
160 , 0.00522724981885
161 , 0.0051931741299
162 , 0.00515952188012
163 , 0.00512628528985
164 , 0.00509345677091
165 , 0.00506102892059
166 , 0.00502899451584
167 , 0.00499734650781
168 , 0.00496607801644
169 , 0.00493518232536
170 , 0.00490465287696
171 , 0.00487448326762
172 , 0.00484466724311
173 , 0.00481519869421
174 , 0.00478607165244
175 , 0.00475728028594
176 , 0.00472881889553
177 , 0.0047006819109
178 , 0.00467286388693
179 , 0.0046453595001
180 , 0.00461816354512
181 , 0.00459127093156
182 , 0.00456467668071
183 , 0.00453837592242
184 , 0.0045123638922
185 , 0.00448663592824
186 , 0.00446118746871
187 , 0.00443601404901
188 , 0.00441111129917
189 , 0.00438647494133
190 , 0.00436210078732
191 , 0.00433798473625
192 , 0.00431412277228
193 , 0.00429051096236
194 , 0.00426714545412
195 , 0.00424402247375
196 , 0.00422113832405
197 , 0.00419848938242
198 , 0.00417607209902
199 , 0.0041538829949
200 , 0.00413191866025
201 , 0.00411017575268
202 , 0.00408865099553
203 , 0.00406734117626
204 , 0.0040462431449
205 , 0.0040253538125
206 , 0.00400467014965
207 , 0.00398418918506
208 , 0.00396390800417
209 , 0.00394382374777
210 , 0.0039239336107
211 , 0.00390423484059
212 , 0.00388472473658
213 , 0.00386540064817
214 , 0.00384625997398
215 , 0.00382730016069
216 , 0.00380851870186
217 , 0.00378991313691
218 , 0.00377148105002
219 , 0.00375322006919
220 , 0.00373512786515
221 , 0.00371720215051
222 , 0.00369944067872
223 , 0.00368184124322
224 , 0.00366440167655
225 , 0.00364711984947
226 , 0.00362999367012
227 , 0.0036130210832
228 , 0.0035962000692
229 , 0.00357952864359
230 , 0.00356300485611
231 , 0.00354662678996
232 , 0.00353039256118
233 , 0.00351430031785
234 , 0.0034983482395
235 , 0.00348253453639
236 , 0.00346685744889
237 , 0.00345131524684
238 , 0.00343590622893
239 , 0.00342062872211
240 , 0.00340548108102
241 , 0.0033904616874
242 , 0.00337556894953
243 , 0.0033608013017
244 , 0.00334615720371
245 , 0.00333163514029
246 , 0.00331723362066
247 , 0.003302951178
248 , 0.00328878636897
249 , 0.00327473777329
250 , 0.00326080399322
251 , 0.00324698365315
252 , 0.00323327539918
253 , 0.00321967789865
254 , 0.00320618983975
255 , 0.00319280993114
256 , 0.0031795369015
257 , 0.00316636949919
258 , 0.00315330649185
259 , 0.00314034666604
260 , 0.00312748882687
261 , 0.00311473179766
262 , 0.00310207441959
263 , 0.00308951555136
264 , 0.00307705406885
265 , 0.00306468886485
266 , 0.00305241884868
267 , 0.00304024294592
268 , 0.00302816009809
269 , 0.00301616926239
270 , 0.00300426941138
271 , 0.0029924595327
272 , 0.00298073862882
273 , 0.00296910571674
274 , 0.00295755982775
275 , 0.00294610000718
276 , 0.00293472531411
277 , 0.00292343482115
278 , 0.00291222761422
279 , 0.00290110279226
280 , 0.00289005946704
281 , 0.00287909676294
282 , 0.00286821381669
283 , 0.00285740977717
284 , 0.00284668380523
285 , 0.00283603507344
286 , 0.00282546276589
287 , 0.00281496607803
288 , 0.00280454421642
289 , 0.00279419639858
290 , 0.00278392185279
291 , 0.00277371981791
292 , 0.00276358954318
293 , 0.00275353028808
294 , 0.00274354132213
295 , 0.00273362192472
296 , 0.00272377138496
297 , 0.00271398900152
298 , 0.00270427408246
299 , 0.00269462594506
300 , 0.00268504391571
301 , 0.00267552732971
302 , 0.00266607553116
303 , 0.0026566878728
304 , 0.00264736371588
305 , 0.00263810243
306 , 0.002628903393
307 , 0.00261976599081
308 , 0.00261068961732
309 , 0.00260167367427
310 , 0.00259271757111
311 , 0.00258382072486
312 , 0.00257498256002
313 , 0.00256620250845
314 , 0.00255748000922
315 , 0.00254881450854
316 , 0.00254020545961
317 , 0.00253165232255
318 , 0.00252315456424
319 , 0.00251471165825
320 , 0.00250632308476
321 , 0.0024979883304
322 , 0.00248970688817
323 , 0.00248147825738
324 , 0.0024733019435
325 , 0.0024651774581
326 , 0.00245710431874
327 , 0.00244908204889
328 , 0.00244111017783
329 , 0.00243318824057
330 , 0.00242531577778
331 , 0.00241749233565
332 , 0.00240971746587
